Timestamp_Video_s,Anotador,Classe
14.2333,Manual,Grain_grinder
14.6333,Manual,Grain_grinder
14.6667,Manual,Grain_grinder
14.7000,Manual,Grain_grinder
14.7333,Manual,Grain_grinder
14.7667,Manual,Grain_grinder
14.8000,Manual,Grain_grinder
14.8333,Manual,Grain_grinder
14.8667,Manual,Grain_grinder
14.9000,Manual,Grain_grinder
14.9333,Manual,Grain_grinder
14.9667,Manual,Grain_grinder
15.0000,Manual,Grain_grinder
15.0333,Manual,Grain_grinder
15.0667,Manual,Grain_grinder
15.1000,Manual,Grain_grinder
15.1333,Manual,Grain_grinder
15.1667,Manual,Grain_grinder
15.2000,Manual,Grain_grinder
15.2333,Manual,Grain_grinder
15.2667,Manual,Grain_grinder
15.3000,Manual,Grain_grinder
15.3333,Manual,Grain_grinder
15.3667,Manual,Grain_grinder
15.4000,Manual,Grain_grinder
15.4333,Manual,Grain_grinder
15.4667,Manual,Grain_grinder
15.5000,Manual,Grain_grinder
15.5333,Manual,Grain_grinder
15.5667,Manual,Grain_grinder
15.6000,Manual,Grain_grinder
15.6333,Manual,Grain_grinder
15.6667,Manual,Grain_grinder
15.7000,Manual,Grain_grinder
15.7333,Manual,Grain_grinder
15.7667,Manual,Grain_grinder
15.8000,Manual,Grain_grinder
15.8333,Manual,Grain_grinder
15.8667,Manual,Grain_grinder
15.9000,Manual,Grain_grinder
15.9333,Manual,Grain_grinder
15.9667,Manual,Grain_grinder
16.0000,Manual,Grain_grinder
16.0333,Manual,Grain_grinder
16.0667,Manual,Grain_grinder
16.1000,Manual,Grain_grinder
16.1333,Manual,Grain_grinder
16.1667,Manual,Grain_grinder
16.2000,Manual,Grain_grinder
16.2333,Manual,Grain_grinder
16.2667,Manual,Grain_grinder
16.3000,Manual,Grain_grinder
16.3333,Manual,Grain_grinder
16.3667,Manual,Grain_grinder
16.4000,Manual,Grain_grinder
16.4333,Manual,Grain_grinder
16.4667,Manual,Grain_grinder
16.5000,Manual,Grain_grinder
16.5333,Manual,Grain_grinder
16.5667,Manual,Grain_grinder
16.6000,Manual,Grain_grinder
16.6333,Manual,Grain_grinder
16.6667,Manual,Grain_grinder
16.7000,Manual,Grain_grinder
16.7333,Manual,Grain_grinder
16.7667,Manual,Grain_grinder
16.8000,Manual,Grain_grinder
16.8333,Manual,Grain_grinder
16.8667,Manual,Grain_grinder
16.9000,Manual,Grain_grinder
16.9333,Manual,Grain_grinder
16.9667,Manual,Grain_grinder
17.0000,Manual,Grain_grinder
17.0333,Manual,Grain_grinder
17.0667,Manual,Grain_grinder
17.1000,Manual,Grain_grinder
17.1333,Manual,Grain_grinder
17.1667,Manual,Grain_grinder
17.2000,Manual,Grain_grinder
17.2333,Manual,Grain_grinder
17.2667,Manual,Grain_grinder
17.3000,Manual,Grain_grinder
17.3333,Manual,Grain_grinder
17.3667,Manual,Grain_grinder
17.4000,Manual,Grain_grinder
17.4333,Manual,Grain_grinder
17.4667,Manual,Grain_grinder
17.5000,Manual,Grain_grinder
17.5333,Manual,Grain_grinder
17.5667,Manual,Grain_grinder
17.6000,Manual,Grain_grinder
17.6333,Manual,Grain_grinder
17.6667,Manual,Grain_grinder
17.7000,Manual,Grain_grinder
17.7333,Manual,Grain_grinder
17.7667,Manual,Grain_grinder
17.8000,Manual,Grain_grinder
17.8333,Manual,Grain_grinder
17.8667,Manual,Grain_grinder
17.9000,Manual,Grain_grinder
17.9333,Manual,Grain_grinder
17.9667,Manual,Grain_grinder
18.0000,Manual,Grain_grinder
18.0333,Manual,Grain_grinder
18.0667,Manual,Grain_grinder
18.1000,Manual,Grain_grinder
18.1333,Manual,Grain_grinder
18.1667,Manual,Grain_grinder
18.2000,Manual,Grain_grinder
18.2333,Manual,Grain_grinder
18.2667,Manual,Grain_grinder
18.3000,Manual,Grain_grinder
18.3333,Manual,Grain_grinder
18.3667,Manual,Grain_grinder
18.4000,Manual,Grain_grinder
18.4333,Manual,Grain_grinder
18.4667,Manual,Grain_grinder
18.5000,Manual,Grain_grinder
18.5333,Manual,Grain_grinder
18.5667,Manual,Grain_grinder
18.6000,Manual,Grain_grinder
18.6333,Manual,Grain_grinder
18.6667,Manual,Grain_grinder
18.7000,Manual,Grain_grinder
18.7333,Manual,Grain_grinder
18.7667,Manual,Grain_grinder
18.8000,Manual,Grain_grinder
18.8333,Manual,Grain_grinder
18.8667,Manual,Grain_grinder
18.9000,Manual,Grain_grinder
18.9333,Manual,Grain_grinder
18.9667,Manual,Grain_grinder
19.0000,Manual,Grain_grinder
19.0333,Manual,Grain_grinder
19.0667,Manual,Grain_grinder
19.1000,Manual,Grain_grinder
19.1333,Manual,Grain_grinder
19.1667,Manual,Grain_grinder
19.2000,Manual,Grain_grinder
19.2333,Manual,Grain_grinder
19.2667,Manual,Grain_grinder
19.3000,Manual,Grain_grinder
19.3333,Manual,Grain_grinder
19.3667,Manual,Grain_grinder
19.4000,Manual,Grain_grinder
19.4333,Manual,Grain_grinder
19.4667,Manual,Grain_grinder
19.5000,Manual,Grain_grinder
19.5333,Manual,Grain_grinder
19.5667,Manual,Grain_grinder
19.6000,Manual,Grain_grinder
19.6333,Manual,Grain_grinder
19.6667,Manual,Grain_grinder
19.7000,Manual,Grain_grinder
19.7333,Manual,Grain_grinder
19.7667,Manual,Grain_grinder
19.8000,Manual,Grain_grinder
19.8333,Manual,Grain_grinder
19.8667,Manual,Grain_grinder
19.9000,Manual,Grain_grinder
19.9333,Manual,Grain_grinder
19.9667,Manual,Grain_grinder
20.0000,Manual,Grain_grinder
20.0333,Manual,Grain_grinder
20.0667,Manual,Grain_grinder
20.1000,Manual,Grain_grinder
20.1333,Manual,Grain_grinder
20.1667,Manual,Grain_grinder
20.2000,Manual,Grain_grinder
20.2333,Manual,Grain_grinder
20.2667,Manual,Grain_grinder
20.3000,Manual,Grain_grinder
20.3333,Manual,Grain_grinder
20.3667,Manual,Grain_grinder
20.4000,Manual,Grain_grinder
20.4333,Manual,Grain_grinder
20.4667,Manual,Grain_grinder
20.5000,Manual,Grain_grinder
20.5333,Manual,Grain_grinder
20.5667,Manual,Grain_grinder
20.6000,Manual,Grain_grinder
20.6333,Manual,Grain_grinder
20.6667,Manual,Grain_grinder
20.7000,Manual,Grain_grinder
20.7333,Manual,Grain_grinder
20.7667,Manual,Grain_grinder
20.8000,Manual,Grain_grinder
20.8333,Manual,Grain_grinder
20.8667,Manual,Grain_grinder
20.9000,Manual,Grain_grinder
20.9333,Manual,Grain_grinder
20.9667,Manual,Grain_grinder
21.0000,Manual,Grain_grinder
21.0333,Manual,Grain_grinder
21.0667,Manual,Grain_grinder
21.1000,Manual,Grain_grinder
21.1333,Manual,Grain_grinder
21.1667,Manual,Grain_grinder
21.2000,Manual,Grain_grinder
21.2333,Manual,Grain_grinder
21.2667,Manual,Grain_grinder
21.3000,Manual,Grain_grinder
21.3333,Manual,Grain_grinder
